-8.8618846573   -4.9999866140   -0.8113454804
-0.8113454804   -4.9000058894   -0.7069929751
-0.7069929751   -4.8000251649   -0.6026879892
-0.6026879892   -4.6999969210   -0.4983830033
-0.4983830033   -4.5999686771   -0.3940304980
-0.3940304980   -4.4999879526   -0.2896779928
-0.2896779928   -4.4000072280   -0.1853254875
-0.1853254875   -4.3000265035   -0.0809254629
-0.0809254629   -4.1999982596   0.0234745617
0.0234745617   -4.0999700157   0.1278270670
0.1278270670   -3.9999892912   0.2321795723
0.2321795723   -3.9000085666   0.3365320776
0.3365320776   -3.8000278421   0.4409796215
0.4409796215   -3.6999995982   0.5453321268
0.5453321268   -3.5999713543   0.6497796708
0.6497796708   -3.4999906298   0.7541321760
0.7541321760   -3.4000099052   0.8585797200
0.8585797200   -3.3000291807   0.9629322253
0.9629322253   -3.2000009368   1.0673797693
1.0673797693   -3.0999726929   1.1717797939
1.1717797939   -2.9999919684   1.2761798185
1.2761798185   -2.9000112438   1.3806273625
1.3806273625   -2.8000305193   1.4850749065
1.4850749065   -2.7000022754   1.5895224505
1.5895224505   -2.5999740315   1.6939699944
1.6939699944   -2.4999933070   1.7983700191
1.7983700191   -2.4000125824   1.9028175630
1.9028175630   -2.3000318579   2.0073126264
2.0073126264   -2.2000036140   2.1117601704
2.1117601704   -2.0999753701   2.2162077143
2.2162077143   -1.9999946456   2.3206552583
2.3206552583   -1.9000139210   2.4251028023
2.4251028023   -1.8000331965   2.5296453850
2.5296453850   -1.7000049526   2.6340929290
2.6340929290   -1.5999767087   2.7385404729
2.7385404729   -1.4999959842   2.8430830556
2.8430830556   -1.4000152597   2.9475305996
2.9475305996   -1.3000345351   3.0520731823
3.0520731823   -1.1999587719   3.1565207263
3.1565207263   -1.0999780473   3.2610633090
3.2610633090   -0.9999973228   3.3656058917
3.3656058917   -0.9000165983   3.4700534356
3.4700534356   -0.8000358737   3.5745960183
3.5745960183   -0.6999601105   3.6791386010
3.6791386010   -0.5999793859   3.7836811837
3.7836811837   -0.4999986614   3.8882237664
3.8882237664   -0.4000179369   3.9927663491
3.9927663491   -0.3000372123   4.0973089318
4.0973089318   -0.1999614491   4.2018515145
4.2018515145   -0.0999807245   4.3063940972
4.3063940972   0.0000000000   4.4109366799
4.4109366799   0.0999807245   4.5154792626
4.5154792626   0.1999614491   4.6200218452
4.6200218452   0.3000372123   4.7246594666
4.7246594666   0.4000179369   4.8292020493
4.8292020493   0.4999986614   4.9337446320
4.9337446320   0.5999793859   5.0383822534
5.0383822534   0.6999601105   5.1429248361
5.1429248361   0.8000358737   5.2475624575
5.2475624575   0.9000165983   5.3521050402
5.3521050402   0.9999973228   5.4567426616
5.4567426616   1.0999780473   5.5613802830
5.5613802830   1.1999587719   5.6659228657
5.6659228657   1.3000345351   5.7705604871
5.7705604871   1.4000152597   5.8751981085
5.8751981085   1.4999959842   5.9798357299
5.9798357299   1.5999767087   6.0844733513
6.0844733513   1.6999574333   6.1891109727
6.1891109727   1.8000331965   6.2937485941
6.2937485941   1.9000139210   6.3983862155
6.3983862155   1.9999946456   6.5030238369
6.5030238369   2.0999753701   6.6076614583
6.6076614583   2.2000036140   6.7122990797
6.7122990797   2.3000318579   6.8169367011
6.8169367011   2.4000125824   6.9216693612
6.9216693612   2.4999933070   7.0263069826
7.0263069826   2.5999740315   7.1309446041
7.1309446041   2.7000022754   7.2356772642
7.2356772642   2.8000305193   7.3403148856
7.3403148856   2.9000112438   7.4450475457
7.4450475457   2.9999919684   7.5496851671
7.5496851671   3.0999726929   7.6544178272
7.6544178272   3.2000009368   7.7591504873
7.7591504873   3.3000291807   7.8637881087
7.8637881087   3.4000099052   7.9685207688
7.9685207688   3.4999906298   8.0732534289
8.0732534289   3.5999713543   8.1779860891
8.1779860891   3.6999995982   8.2827187492
8.2827187492   3.8000278421   8.3874514093
8.3874514093   3.9000085666   8.4921365500
8.4921365500   3.9999892912   8.5969167295
8.5969167295   4.0999700157   8.7016493896
8.7016493896   4.1999982596   8.8063820497
8.8063820497   4.3000265035   8.9111147099
8.9111147099   4.4000072280   9.0158473700
9.0158473700   4.4999879526   9.1205800301
9.1205800301   4.5999686771   9.2254077289
9.2254077289   4.7000444404   9.3301403890
9.3301403890   4.8000251649   9.4348730491
9.4348730491   4.9000058894   9.5397007480
9.5397007480   4.9999866140   -1239184950626235.2000000000
